	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
s.Raoultibacter.timonensis	-2.835668172369609	-2.147015993682802	-0.7164462314670331	-0.37849374956274145	-0.37232182084211973	-0.025984011086771737	0.06718675148402188	-0.5575120687453584	0.11965790700957969	0.07419952964888288	0.00035486780339748355	-0.00015935966086096548	-0.019759142677297493	-0.013238079823520462	0.02438466519080748	0.04977245248657148	-0.13372722982795457	0.4613853973108703	-0.561435757881922	-0.10077501351125256	0.09565932640653246	0.006043066809096695	0.012845681423893123	-0.0061275037431208716	-0.08573962198526987	0.08285271951236335	0.020123298121796702	0.002011627073336817	0.0002066160394134423	0.011888467425449993	-0.0037683453354269265	-0.0016791962922359253
s.Eggerthella.lenta	-2.662963815136858	-1.7828895397644857	0.09591178240819613	-0.46295164112143394	-0.2819221354586846	-0.03279534736080048	0.07390404938878099	-0.6610541437477078	0.08683423337755383	0.05500727515966403	-0.002514101450633005	-0.013742494587093	-0.03432390618922893	-0.024414756327571847	0.04320830449171265	0.04077175214569626	-0.14545361587075628	0.47650505494250106	-0.596361553544829	-0.12364917635096186	0.10053420396615237	0.0050772083626548425	0.008735935552752023	-0.008958490596137503	-0.09156076090426275	0.0835485454395028	0.009791411194719577	-0.002241009065025944	0.0001707086464236055	0.014536809247342368	0.008316070888409206	-0.006331725342323642
s.Gordonibacter.pamelaeae	-2.564868517578358	-1.5768200826465797	0.5544245388972694	-0.5102278197851281	-0.2305099746067821	-0.03658904865450905	0.07756390205982724	-0.7182998903360998	0.06806328380158444	0.04400410828789844	-0.004132490158229886	-0.02139953375632293	-0.042472371778950656	-0.03067229076685044	0.05373701921441833	0.03550912834188438	-0.15143623911627196	0.48281017552808714	-0.6133517714694171	-0.1360392741846533	0.10269588951001148	0.004492799755221602	0.00632251961746477	-0.010520892155289594	-0.09424287764863262	0.08333960375284176	0.0037744807157761556	-0.004671608666755548	0.00014865054781241344	0.01594530315089918	0.015214610124789132	-0.008964120169300066
s.Adlercreutzia.equolifaciens	-3.011253343426688	-2.526448930606564	-1.5780128208370607	-0.28398119436093017	-0.46343030261870266	-0.018100732367857177	0.05837189076195516	-0.4321260843152384	0.15148604917642147	0.0924657807078454	0.0034331378775858913	0.014486526367628618	-0.003220396895137095	-0.0005881332203775178	0.0029122302513259583	0.05703026465425429	-0.11238386026581156	0.41472833503967343	-0.48653047420996975	-0.06864976780811212	0.08200399113409482	0.006561845774995414	0.016097606099860145	-0.002466838138016482	-0.07054472707858299	0.07343480210825296	0.02915922648307543	0.006417421008363677	0.00022153769060866775	0.007592810523116394	-0.016504446448712847	0.003621074813206901
s.GGB9359.SGB14334	-3.040388785910786	-2.5930804532573672	-1.7351500181061341	-0.26486768797642746	-0.47823458257857915	-0.01641374464702415	0.05612486637818701	-0.4033773488110162	0.15615834532590314	0.09500503561144912	0.004007141201141614	0.01724415784090797	0.0002018744653689034	0.0020140573948233386	-0.0015624578403263464	0.05749025788031291	-0.10517091942324423	0.394785688289314	-0.45874810155559953	-0.05988131501482188	0.07636854233851954	0.006467147785578974	0.016272994484258726	-0.001560351028871137	-0.06444860786048634	0.06850871224328699	0.0300729181939823	0.007171564894148315	0.000215626398205107	0.006268708876258443	-0.01876370961668892	0.00470764029261544
s.Collinsella.aerofaciens	-2.7903425154900794	-2.0559891737480327	-0.5208065831116323	-0.3963259678228556	-0.34815527584437744	-0.027273544745686707	0.06790911493083983	-0.574092189949477	0.11022646858982649	0.0685000517470292	-0.00030612185992177427	-0.0032473969192467053	-0.022594167879532813	-0.015425704970150028	0.02795436485190989	0.04635895457058973	-0.13108054177047604	0.4464393910003332	-0.5466340929691781	-0.10109904490415794	0.09121504788099254	0.005502445976231792	0.01122103166786002	-0.006295174238248969	-0.08073124132154377	0.07697439876936127	0.016634985609639292	0.0010747184685620686	0.00018248171766264824	0.01132438246280286	-0.0013171680047616408	-0.00229103667230524
s.Collinsella.tanakaei	-2.6505671638230908	-1.762375052452793	0.13246003383336644	-0.46364374665375385	-0.27488479383677583	-0.032667137708187466	0.07309682386791144	-0.6553605779544027	0.08346458807908264	0.05280793654412933	-0.002606289080798332	-0.014127690429203471	-0.03414745716617749	-0.024294552700572614	0.04286430988358517	0.03882351327701343	-0.13922035858599502	0.454211815016949	-0.5692472359072568	-0.1182805678955139	0.09382891723224802	0.004653616191367471	0.007767061613737677	-0.008454236650436646	-0.08394315232561303	0.07614685018103551	0.008090866970493129	-0.0023285660166377556	0.0001500686718467585	0.013184370166397594	0.008307644216749092	-0.005923320036421949
s.Olsenella.sp.AF16.14LB	-2.920439611557638	-2.33301741486842	-1.1432914877991558	-0.33018458706165443	-0.4160460099235115	-0.0218714630751768	0.06229209608418828	-0.4904699194520018	0.1345303718325164	0.08261717467901925	0.0018976970304071738	0.007205060928816888	-0.011169806791933315	-0.006674466756831931	0.01318004199397296	0.05263934016694101	-0.11994655825220854	0.4273802546775742	-0.5107215430362629	-0.08181375385646703	0.08558977562736636	0.006119521992950318	0.014085362227526084	-0.004009288781041444	-0.0744202494051496	0.0746130157837647	0.02401719083532415	0.004250635235270483	0.00020484277727986783	0.009042335644939397	-0.010366287815230912	0.00125759375351004
s.Bifidobacterium.pseudocatenulatum	-2.8870523004028192	-2.27092369024283	-1.018479752599911	-0.3383459449561241	-0.3974910834996253	-0.022201236037700668	0.06148497285102684	-0.4890194664322945	0.1263374750400397	0.07741085334787168	0.001532727553791226	0.0055712309195192905	-0.011834071579302472	-0.00718937665391377	0.013743422615327575	0.04840167169478834	-0.10779365683674635	0.3822894258898557	-0.4565730164634078	-0.07134264439206392	0.07011196098109627	0.005098329648589565	0.011611477113827526	-0.00284854529080249	-0.05486012126144149	0.05535312882750233	0.019258957600064124	0.003958578083449067	0.0001455830737765448	0.005171763222397744	-0.010316128080726766	0.002523616386764346
s.Bifidobacterium.adolescentis	-2.889336732110775	-2.275722147869894	-1.0291552035900384	-0.33724661788805754	-0.39868911923387257	-0.022113317740123303	0.061400754513390984	-0.4876972769591647	0.12677553434922292	0.07766787380091884	0.0015702346747097546	0.0057485982630779585	-0.011646287535138477	-0.0070452786885474294	0.013501422132299904	0.04852601161118809	-0.10766985251772214	0.3821928689380485	-0.4562426732832695	-0.07107262459116034	0.07008195118447302	0.005112788953238462	0.011669026354719997	-0.002814798387333738	-0.05482545474375934	0.05538314628078065	0.019400193010243646	0.0040133641926920465	0.00014615705888143969	0.0051455992705117465	-0.010470196072672848	0.0025804353665517046
