	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
G002408565	2.687321855980432	0.8670635417821976	1.4119448841830622	-0.44921950050852666	-0.7968181517365353	0.18921572650515175	-0.09948254011182629	-0.16875555326389743	0.10413062552269985	-0.038876544815163436	0.0392423580522981	-0.017784700328812186	-0.025644316939429642	-0.1695066717769341	-0.048272528495690734	-0.02291433095168074	0.02988985276369104	-0.025622193646092452	-0.028262730815236146	-0.203181604208419	0.012074954037303577	0.010539348024330968	0.07974532313497917	0.002269461190985002	0.0028027379963566877	-0.018780087063250368	-0.0008336675859032478	-0.02271821577920445	0.03233118401815078	-0.010387784712516415	0.018485279115681694	-0.0290399804334396
G001821375	1.4607910399533328	0.12056190785043937	0.7143089697996868	-1.059245856024607	-0.9643266150041042	0.2830038782721926	-0.10092634689826448	-0.2989073709410293	0.0021505340952871366	-0.04870939030588734	-0.054906255102474925	-0.06396798386663873	0.03509369056726569	-0.1130752074024314	-0.029870891616528106	-0.04455887367210979	0.0028317235458071477	0.010157052776494393	-0.033887827182697984	-0.19830457433833884	-0.025587701309293203	0.029357147434591297	0.06211937181469092	-0.008729222951237127	0.05816799449678123	-0.036563017478432845	-0.00170269702597782	-0.03617443034156053	0.04642777355422867	-0.018706081977868636	0.024255530686228117	-0.030502317824440003
MJ034-1-barcode40-umi5122bins-ubs-88	0.8827353082273601	-0.2311522762040487	0.38308974881784635	-1.34142985787521	-1.036364194124291	0.32480341664029866	-0.10045431492547124	-0.35728649600406726	-0.04653480818496963	-0.052519130910436376	-0.09910218640369853	-0.08486554222962205	0.06360014753547064	-0.08234239736074503	-0.019912881582932005	-0.05353015554535709	-0.010533663070504734	0.027310944607246066	-0.03528553553610037	-0.18770204981786445	-0.04304025400517696	0.037349024219938784	0.05062657735748168	-0.01375412192931678	0.08264458676754305	-0.04344015482865289	-0.002036799870220402	-0.040760026246008274	0.05060510391841532	-0.021702260255093843	0.025595990545329298	-0.029183303557892913
G000999385	1.2970019549677803	0.02100809405542867	0.6181309899906577	-1.134095296743553	-0.9781026098141752	0.2925379161337479	-0.09968443597872742	-0.31259897576268175	-0.01224106897545021	-0.04899395442239926	-0.06725483724450844	-0.06904910472370761	0.04305159163121536	-0.1003742746817442	-0.025807901652155775	-0.04590588415624349	-0.001544540045206675	0.015293102637646045	-0.03306698161192346	-0.1872441116215027	-0.030235592784713185	0.030765789332078478	0.055772756499426354	-0.009995685940165918	0.06351161466894978	-0.037040659102517436	-0.0017233857603206936	-0.03575476650529245	0.04519656027977312	-0.01864850451257107	0.023285088479770302	-0.028163673361391646
CU463952	1.747216563917133	-0.052532789284282164	0.5686247631789686	-1.1182799736636724	-1.0101481849910248	0.3134635171631176	-0.19791126123949623	-0.3500074914884262	0.06585154048486958	-0.03859438640779564	-0.09408680936346807	-0.07167663585989047	0.057427294747105395	-0.06521195248776024	-0.031943990209678766	-0.053490716967903446	-0.000645828292498704	0.017140766295383806	-0.033889248424523274	-0.20601130050748526	-0.03125023389845945	0.032130100325886105	0.060040505384353134	-0.00800443306208457	0.06609720309292026	-0.03281944128363903	-0.001676264364182301	-0.03269767450291894	0.041531914878846936	-0.018718879646936228	0.021131045827165063	-0.02350687312890588
RS-GCF-008572665.1-NZ-VVXZ01000155.1	6.247085576077319	1.435914150238366	2.05347013958017	0.31814317997472263	-0.7933372529697683	0.18665824876858997	-0.5454444646754825	-0.1843614979942753	0.5265600574886127	0.0013908476306514787	0.04974880009462583	0.015350269726125909	-0.045289325803671183	-0.2242371261290046	-0.27535986517905275	-0.10882218927778756	0.17392540773245987	-0.15637121039064733	-0.124176324508651	-1.2914352161657	0.14998536397497908	0.021792041595637014	0.6218905766378076	0.1176684779127193	-0.278464076116655	0.14904027881863288	0.0057062918956790375	0.11396226603836246	-0.13538062495517217	0.059242780428677255	-0.0650667692188175	0.07186940089116463
GB-GCA-009719285.1-WNCD01000184.1	6.312895154790936	1.475677927708593	2.090959628924684	0.35024467825395367	-0.7853883494839268	0.1820550097751871	-0.5462989927200832	-0.17799418338700898	0.5327574257859079	0.0019156083124605013	0.05458876390942738	0.01772058172712911	-0.04844770060942709	-0.22781761097914366	-0.2775526023667616	-0.10832458442247897	0.17616840304493048	-0.15896416949331446	-0.12459809318016977	-1.2991961730226909	0.1527050946646054	0.02100932845924931	0.6266813824027706	0.11899906140043254	-0.28317879440363647	0.15106806362258943	0.005796515886690009	0.11559942735451306	-0.13729867429592257	0.06018095590281523	-0.06596411285075492	0.07267923101773659
RS-GCF-002885675.1-NZ-PJKZ01000003.1	6.293867091118877	1.4641173268624184	2.0801536850425233	0.34078133498256363	-0.7879704542381966	0.18349914904130185	-0.546262880027722	-0.179993336745212	0.5311276956301996	0.0017562275105449255	0.05314278453042903	0.017004884194586654	-0.0475123298985601	-0.22693773359968622	-0.27718988782739423	-0.10862166181396289	0.1756963471770814	-0.15836297614772119	-0.12464273677057461	-1.2986404903568378	0.1520679699973242	0.021291494410214537	0.6261531446381152	0.11877309418960302	-0.28218037670891005	0.1507014564195912	0.005779243367287608	0.11530943477149108	-0.13697483970979044	0.060008535843793294	-0.0658202618282936	0.07258621216432387
MJ006-1-barcode35-umi150744bins-ubs-3	6.292532114699012	1.4633533625857253	2.079370514746045	0.34025237168521166	-0.7879406904666968	0.183516353593994	-0.5461035531262077	-0.18001606881191254	0.5308928400058688	0.0017507339553141559	0.05307595160370205	0.016977233447239275	-0.04746318717781831	-0.22676055659137573	-0.27696285985502006	-0.10852866185520652	0.17553210843446995	-0.15821044969867026	-0.12452208519604667	-1.2973470803106806	0.15191239109119725	0.02126978301496438	0.6254793798426209	0.11863929653946781	-0.28183934815036055	0.15051252488873756	0.0057714838265253594	0.11515287350543736	-0.13678071677772358	0.05992301933409457	-0.06572429633998614	0.07247484869998298
MJ006-1-barcode38-umi125576bins-ubs-3	4.15641112150252	0.17888571029275074	0.8574749476811131	-0.6841969612127179	-1.0142287291850878	0.3205597827790471	-0.49247793857124045	-0.36960726595106647	0.3072598243836324	-0.01467744881087148	-0.10175117219331817	-0.058089318063044154	0.05552082857124614	-0.08197397633318622	-0.1605273682932952	-0.10217473092522103	0.06917869111000506	-0.04341289510352215	-0.08292442032569083	-0.7488779268982267	0.030847695155852707	0.04008113061628591	0.3102468369833177	0.04331046927614739	-0.04319441805167125	0.03553730298450956	0.0006951433021084371	0.01839797580659731	-0.018444256913444573	0.004493742595688648	-0.00823257530989735	0.01225785797207327
AY049713	4.147075790621653	0.17321443022899155	0.8521749320635749	-0.6888381109232814	-1.0154972892558616	0.32126869547381887	-0.4924638198104966	-0.37058840703669416	0.3064656312641726	-0.0147554300070185	-0.10245785337446356	-0.05843905968015031	0.05597684253911086	-0.08155454212595269	-0.16036603618551618	-0.10232671611495392	0.06896209649769039	-0.04313302844160668	-0.08295661006241736	-0.7487236237082086	0.030552326978733713	0.040220166478058504	0.31005712875884356	0.04321509195928152	-0.04275227437658424	0.03538367992221921	0.0006879032819245915	0.018280271809354837	-0.018317535585905056	0.004423914766455075	-0.008178389790652513	0.012231508163603869
MJ006-1-barcode48-umi133866bins-ubs-3	3.7091380947834933	-0.09117228193405434	0.6029087353662955	-0.9017295332684933	-1.068091597127954	0.35171864298572425	-0.48699177653589504	-0.41265331199651656	0.2659004910665327	-0.01818628104350056	-0.13400711071211246	-0.07386004192693792	0.07636198901372823	-0.05976513966860626	-0.14837011268892716	-0.10646637565355269	0.056559115245922935	-0.0284955320559518	-0.0817491093038358	-0.7161021026688269	0.015495590519389743	0.045389039245931094	0.28970355586725055	0.037022672065288295	-0.019939453405632638	0.02654153819182458	0.000310888982528243	0.011808353766236563	-0.011370308744695282	0.0008737383355950734	-0.005177870843984614	0.010321856333160979
G000235885	15.44811079836875	-0.709051844010382	-0.20863319893496052	1.1347267796531508	0.647608406752425	-0.25887938711064656	0.5744417349317874	0.17954924467689226	0.4954967366507965	0.027967142600543737	0.25620343189030165	0.13755808518177623	-0.20165342498956473	-0.3121019896200776	0.08863688120478393	-0.6528639329207846	-0.28885022936506427	0.26998559001577044	-0.04056325208821998	-0.04625349679050705	-0.14366765063719616	0.05463908053882106	-0.07897100494869451	-0.02563945721326186	0.08490323841216693	-0.024159050108440397	-0.0007839288947095424	-0.011758531208522452	0.005141856375727507	0.000538198947344533	0.09560876548532996	-0.0029908389152832507
G000177075	15.421813996435043	-0.7456583819772663	-0.2434165293016538	1.1134366495542605	0.6465007051314733	-0.25758203971915955	0.5862461216978102	0.17491649799549996	0.5004741902266086	0.028173416430562207	0.25841487517547124	0.1394147169591218	-0.20575283523375731	-0.32533725918093803	0.09585101859619043	-0.7018512193680057	-0.31305088526619157	0.29424674745224316	-0.04444346638631729	-0.050239212144337485	-0.1593709584751811	0.06128159223314	-0.08768661415091532	-0.029200661488121022	0.09959225877366798	-0.02874343922021421	-0.0009740120164704515	-0.01471430719045354	0.007403939094777662	-0.0002636028005020205	0.11010494782316056	-0.003740564024392984
AB547706	15.499207011391631	-0.6991064045674172	-0.20004917897971067	1.1519519278305737	0.6574601180301676	-0.2636286131736818	0.5867002022318188	0.18321292727351152	0.5070574095680789	0.028842121062302748	0.2644578078863066	0.14243410867507478	-0.2097144787261674	-0.3290418558379598	0.09492036026952794	-0.7015916842717057	-0.31194194246617907	0.2925713203245825	-0.04412092565820043	-0.0502548014586521	-0.15734516125257406	0.06020728111565932	-0.08692291035681332	-0.028581282650537748	0.09636202045530262	-0.027657631164282503	-0.0009201230008789654	-0.013853310711444284	0.006455780449599702	0.0002830284084933284	0.10998897323992228	-0.0035736214259355927
G900539795	16.51790926165434	-0.10837598492273891	0.34957622565500435	1.6505803026637034	0.80477629924153	-0.34422582232059445	0.6058581584940171	0.29076340837095527	0.6019949082248729	0.038187288791326456	0.34933010792762487	0.18574498874034526	-0.26854211657376054	-0.3953370867783067	0.09066102003185966	-0.7566336358650583	-0.325747985476727	0.29871726160661644	-0.04436567775583047	-0.0553192103082307	-0.1484492195059687	0.05345769819913972	-0.08705595161813631	-0.02439022323816977	0.06979024260894835	-0.018294054236922652	-0.00040873587592197246	-0.005579428624696883	-0.003940311695046742	0.006932198766494504	0.12732502229929119	-0.0022059340992381963
MJ006-1-barcode26-umi141087bins-ubs-4	15.716738912870715	-0.5907599195612023	-0.09983088714471944	1.251602233492891	0.6913216311812203	-0.28160356229396927	0.6013271534293434	0.2047748150443443	0.5338735321176039	0.031256352884809435	0.28669315708991633	0.15444241496595967	-0.2274590838018461	-0.35686469759276	0.1003239655104283	-0.7591258322293073	-0.33715849192104935	0.31600824519543824	-0.04769659147388981	-0.055124869435141784	-0.16942029718760446	0.06458994780614828	-0.09492452626299971	-0.0308068383387909	0.10329278083026341	-0.029560194414014737	-0.0009685625834591985	-0.014525713973550267	0.005935787294558167	0.0012259035261133876	0.12817786183621732	-0.003936172521865611
RS-GCF-902399785.1-NZ-CABOGP010000217.1	16.196748177664457	-0.3062312726208931	0.16509969112795653	1.4888694974783891	0.7598565068360856	-0.3192831577552817	0.606613860801297	0.25589860666725817	0.5762342898404424	0.03550120235767694	0.3251292088385016	0.17381110727302432	-0.25323439697520544	-0.38300758567967147	0.096011126544222	-0.7680715158444916	-0.33540840283081674	0.31070700388221834	-0.04650585998934223	-0.05609167534690708	-0.1600622398331128	0.059261147968869554	-0.09201293631110632	-0.027677672284640353	0.08612195528165205	-0.023710299981538	-0.0006698487757984524	-0.009734767793856748	0.000435172968152539	0.004510778260553909	0.13072093642956795	-0.003046960966747641
AB547677	15.919085521285197	-0.47324190933961263	0.009512409080052535	1.3506653248493468	0.7205168769788068	-0.2975754519559146	0.6049471489602646	0.2261151866906811	0.5525699516159261	0.03309621256912792	0.3033920851347152	0.16294250702381824	-0.23895747097081438	-0.3695654849337507	0.09930292775334079	-0.7685458191345552	-0.33917041933407044	0.31650622488619484	-0.04762927154986602	-0.05599273447444925	-0.16720390730473278	0.06306542647997168	-0.09466992990475621	-0.02987223513253418	0.09760887907611604	-0.027575535146358767	-0.0008621684619289044	-0.012808684377892085	0.003835915310076232	0.0025419771415845496	0.1309022156167943	-0.0036398083543707454
RS-GCF-019131775.1-NZ-JAHOMZ010000080.1	16.099890957338953	-0.39843147936775913	0.07812179554396008	1.4276940050779903	0.750772984280359	-0.3132042287873784	0.6262562310507771	0.24286344464045193	0.5805919839646053	0.03547595393054938	0.32553700126114743	0.17538048667340075	-0.25832025360887373	-0.4048883538747637	0.10942175099908578	-0.8574435096126265	-0.3801389082696872	0.3558870249288885	-0.05377528381436852	-0.06346347504518321	-0.18984971120303734	0.07197085138950761	-0.10854886254777908	-0.03455641669960324	0.11488271282875052	-0.03273056155630553	-0.001047773540150556	-0.015618171005442555	0.004977758478391796	0.0028848317938326277	0.15951386516859214	-0.004553250888866342
RS-GCF-009495265.1-NZ-VZAJ01000021.1	16.016159796040814	-0.44879350098519527	0.03120424768286102	1.3860125727955008	0.7389048160396889	-0.30665471779959785	0.6257432282036964	0.2338782359128007	0.5734442343135938	0.034749299378854424	0.3189682959998941	0.17209418920662461	-0.2539990220437614	-0.40079446923112694	0.11039961975688362	-0.857452141702809	-0.38120795573721766	0.35757069094359895	-0.05410351915924094	-0.063420914157086	-0.19196208949122132	0.07310103052064702	-0.10932371024237954	-0.03520847573788847	0.11830675139293162	-0.03388368848093001	-0.0011052668159973675	-0.01653741586667897	0.005999250777480612	0.0022909557774131294	0.15949520650715013	-0.0047293624823167455
RS-GCF-016803185.1-NZ-WBJP01000152.1	16.03140391638326	-0.44032035449888074	0.039075505473369576	1.3933325202288296	0.7411581730720018	-0.3078760294090145	0.6262463597309869	0.2354578231208357	0.5749984647999588	0.034897569512237034	0.32032115305533193	0.17279801277454993	-0.2549842080141858	-0.40206468175244187	0.11046588120187123	-0.8592140875620286	-0.3818717505634298	0.35811743577211524	-0.054179668611198994	-0.0635743032772581	-0.19211729700302102	0.07312048212943421	-0.10948990042356715	-0.03521044679687847	0.11817196993316857	-0.03382516538761958	-0.0011009390631803707	-0.016465119818918808	0.005880350329735258	0.0023796059702460063	0.16005186050645215	-0.004722685945195884
