	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
731422	0.905096005401851	0.08708282612997706	0.15733718220297874	0.08675018011401148	-0.43069902711258723	0.17069000968629475	0.007491726817850987	-0.3567972231919659	-0.004906841177382582	0.029630791279031957	0.02047215943537098	0.04426115198593572	0.02320597894203806	-0.016476076185533206	-0.024267915355264257	-0.013501753399841759	-0.014175555654707109	0.0076587464183965805	-0.002548447144787014	-0.0012357384522697643	0.03446997309532447	0.0020109469496023278	-0.1605565171606708	-0.029232197509104885	-0.028805910117766013	0.09845895245971607	-0.04088640837303004	-0.005128486184241075	0.0032938726033698005	0.0022969170353695995	0.000537630417529165	-0.0035668149764806613
2530636	0.8428064404198113	0.289910353209596	0.20922216687178263	0.16554527941474761	-0.44320711134536317	0.20255970514925145	0.06454228851801665	-0.4322630291849336	0.018936347608366686	0.030921884404590975	0.005735670811754405	0.049832283633572505	0.015495072109163855	-0.010633057490333001	-0.013727714516194743	-0.0029940030824369686	-0.003361891902074243	-0.0005994566001272454	0.004799580893017935	-0.0024899848539875744	0.010171009927730972	0.0005750989131117505	-0.035471704738569095	-0.0037680419154525286	-0.0074503143043035515	-0.16325258231785036	0.025066681604798753	0.0002506861168861832	8.116645889919546e-05	7.856559998840922e-05	1.3149413854783641e-05	-0.00015100495254711415
4410265	0.7681681946946738	0.5121110677974848	0.2627023907441504	0.24886062135424783	-0.4364848241261259	0.22775351649856	0.12482821329066296	-0.47554999289420397	0.043493671905823685	0.026517824907317914	-0.012818762386957854	0.04461652089461643	0.0019074244491401927	-0.00047907216727578777	0.003708597163258573	0.010724525308669448	0.01097114995016363	-0.009903250327670149	0.010152323366381725	-0.00218951866824114	-0.028470786711865134	-0.001744124884841236	0.15455534227603554	0.03130832913273522	0.03067044641116482	0.07407334963861084	0.012843801717734173	0.004608775899454455	-0.003256932341173331	-0.001992391275590028	0.00042637310696408377	0.003962243894901506
339685	0.9737232548743713	-0.12914007801478297	0.10411186066286665	-0.0007086915866781218	-0.4357741720330376	0.14166508698476546	-0.08771104606287475	0.09392529243409863	-0.09253131628659043	0.00022738888866153138	0.13834164139392172	-0.23886999547179466	0.058173332359538976	-0.06915545835692528	0.10435424444532217	0.02684906807834989	0.022372995278213088	-0.00892249807701942	0.010320865059186526	-0.002807393213532805	-0.0035752299110935588	-0.00010637960114908566	0.008185290532218259	0.0007877718704342928	-0.0030349849634103386	-0.0023856972537072176	-0.005087402388956312	-0.0013484552804486527	0.0012337791051538947	0.0010501517924582178	0.00034931048692051403	-0.00203359052847939
215331	0.9976792971973272	-0.19933465993706445	0.08737489108684034	-0.02629092746081984	-0.4389884673009698	0.13478767058927998	-0.10366967758716297	0.09130429502204301	-0.09512721823788868	0.0033678050404249704	0.1372158998898009	-0.22164477594156573	0.05951190310284617	-0.06835260507601658	0.09173430547991165	0.021723823501128576	0.01750278014430298	-0.007034912652328608	0.009480717577246632	-0.002971644966140975	-0.00021451210184617893	2.2509516103958775e-05	0.005227795890392744	0.0025766344854203783	-2.4084379729558966e-05	-0.0009974475974116207	0.0012011243971807245	0.0002456129472202329	-0.00025264711587008745	-6.19366603867703e-05	0.00046419638994352083	0.0007706099664740517
569244	0.7665670097814641	0.4891700650845874	0.253080340818568	0.2358166859145105	-0.4243817539602211	0.2212092997077988	0.09642095712519298	0.20656356053205527	0.02669462751984284	-0.02406097795669962	-0.004243021199002188	-0.20155895844454755	-0.1414688027036806	0.16566719364551583	-0.2577019491099764	-0.03561051068075221	-0.029385258571461494	0.0018213278735513018	0.006842421390327177	-0.004190369661151146	0.009202283371387697	0.0003409417801176546	-0.0010232673977131172	0.0057477726093871145	0.004567012795489487	0.0005037053848532449	0.007675814546164794	0.0016468252967209655	-0.0012484813331848112	-0.0006898181392038143	0.0004998405384597438	0.001801394059613856
3398150	0.8864455317284379	0.22209173032418567	0.20602632204374427	0.15321234893029897	-0.5555746107110427	0.25472870584860346	0.035238583448475205	0.3708683470872047	0.04231519015139713	0.04025273532046288	-0.03214863159245113	0.1803586848396233	0.04010270203599731	-0.03763736822332122	0.02232318059844979	-0.0016191003284309377	-0.002353242496209531	0.0006447507024202724	0.001507769938557924	-0.0010799333176156468	0.0041860163266535235	0.0001679420465230324	-0.0015202055769404036	0.003117680490616189	0.0033297773393770763	0.0009430792950358983	0.006873696767755735	0.0016537511775582404	-0.0014622875531644774	-0.0009869242166591944	0.00033526242700657936	0.002602116772011908
4315658	0.8164615859450308	0.42942016928642057	0.2559570422513588	0.23042886293857376	-0.5515811184712756	0.2792506603232811	0.08749939797411331	0.39907587666559097	0.06469832964240688	0.036510131360801584	-0.05212939328044169	0.19237007695337557	0.03355686238102521	-0.034572357646666114	0.04144248126657431	0.006268857865652126	0.005454257322631226	-0.0019356389692409745	0.00134614802185734	-0.0001246838265429217	-0.002475403378202949	-9.120052040154475e-05	0.0029991789558521647	-0.0009163982577626321	-0.0022910201218363747	-0.0012573319840793304	-0.004646846353018896	-0.0011922984495485412	0.0011069642978115315	0.000849444157427487	-6.115949496030397e-07	-0.001996189318283551
4335376	0.45877453988079175	0.7186835948064512	0.47754963730136063	0.10844217107367818	-0.12679872052532298	-0.7342478218168362	-0.06604600210212658	0.011254553903231311	0.006968037568478837	0.023735395055553728	0.001660679277050359	-0.0010980464637196563	0.014652451194818119	0.0008834696137839358	-0.0010270823494506823	0.0020220228495893312	0.002037519476095848	-0.0010024387450925038	0.00027220531884168756	0.0004040112694677599	-0.01951617480586067	-0.20652018292137125	-0.009250712624745482	0.0054410486503879115	0.0026420832225459573	0.00023000613586096535	0.0019254494761487065	0.0001603078561833384	0.0003425254461854334	0.00026226042502424697	0.0004055005168794144	-0.0018804420374891964
4332878	0.44560845654512393	0.7745735847703312	0.4986824264217503	0.12530871671221258	-0.12926554458976983	-0.7770782695251957	-0.06578079050683884	0.012620936949491105	0.009793581179381297	0.028890304656803704	0.0015015314373328843	-0.0018836682138840017	0.021222139543915816	0.0009433981445155034	-0.003307589053408993	0.0017284847929999003	0.0014181565347967267	0.00020491580786540363	0.00352017499521249	-0.0020474945571581048	0.010620064888591055	0.13009498699821406	0.008196056543451421	-0.004843166929545797	-0.005820769628714555	-0.002233421086668135	-0.012180392036852516	-0.0032799413988934714	0.003699932780923475	0.00296372175663828	-0.0002424347314510321	-0.012458043437525936
